868:60,D,60,60@1:142,867
867:60,D,60,60@1;60,S,46,59@1:859,866
126:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|3514-3701|6461|49_cluster_WAC1438rc4d-2521-Item46-Cond-Item47-A_asp_Fill_0,49_cluster_WAC1438rc4d|da5867|8881-9068|6522|49_cluster_WAC1438rc4d-2520-Item28-Cond-Item29-A_asp_Fill_0
121:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|da5867|1363-1552|6480|49_cluster_WAC1438rc4d-2520-Item7-Cond-Item8-A_ser_Fill_0,120
120:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|3527-3715|6562|49_cluster_WAC1438rc4d-2522-Item61-Cond-Item62-A_nrp_Fill_0,119
119:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|f4aa9d|2469-2657|6556|49_cluster_WAC1438rc4d-2522-Item58-Cond-Item59-A_hpg_Fill_0,118
118:'49',D,'49','49'@1;'49',D,'49','49'@1:49_cluster_WAC1438rc4d|d6be1d|302-494|6443|49_cluster_WAC1438rc4d-2521-Item37-Cond-Item38-A_hpg_Fill_0,49_cluster_WAC1438rc4d|da5867|7826-8015|6516|49_cluster_WAC1438rc4d-2520-Item25-Cond-Item26-A_hpg_Fill_0
112:'67',T,'69','67'@0.25;'69',T,'69','68'@0.5:69_cluster_MchersinaDSM44151|89c115|6680-6869|9541|69_cluster_MchersinaDSM44151-3597-Item47-Cond-Item48-A_ala_Fill_0,111
111:'69',T,'69','68'@0.5;'68',D,'68','68'@0.75:105,110
110:'68',D,'68','68'@0.75;'68',T,'67','68'@0.75:67_cluster_STLI053.cluster001|e171e6|2433-2622|9129|67_cluster_STLI053.cluster001-3498-Item39-Cond-Item40-A_thr_Fill_0,109
109:'68',T,'67','68'@0.75;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|7501-7683|9310|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item31-Cond-Item32-A_no_call_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|77aaf4|1315-1504|9252|68_cluster_HdaliensisNBRC106472.cluster001-3532-Item4-Cond-Item5-A_asp_Fill_0
105:'68',D,'68','68'@0.75;'68',D,'68','68'@1:101,104
104:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|2375-2558|9280|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item16-Cond-Item17-A_ser_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|302-484|9335|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item43-Cond-Item44-A_asn_Fill_0
101:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|301-484|9268|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item10-Cond-Item11-A_no_call_Fill_0,100
100:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|7537-7724|9377|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item64-Cond-Item65-A_asp_Fill_0,99
99:'68',D,'68','68'@1;'68',D,'68','68'@1:89,98
98:'68',D,'68','68'@1;'68',D,'68','68'@1:92,97
97:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|8520-8705|9316|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item34-Cond-Item35-A_no_call_Fill_0,96
96:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|6452-6642|9371|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item61-Cond-Item62-A_no_call_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|2324-2503|9347|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item49-Cond-Item50-A_no_call_Fill_0
92:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|9568-9758|9322|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item37-Cond-Item38-A_tyr_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|1309-1499|9341|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item46-Cond-Item47-A_tyr_Fill_0
89:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|55deb0|1346-1540|9274|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item13-Cond-Item14-A_asp_Fill_0,88
88:'68',D,'68','68'@1;'68',D,'68','68'@1:68_cluster_HdaliensisNBRC106472.cluster001|4de7cc|4417-4608|9359|68_cluster_HdaliensisNBRC106472.cluster001-3548-Item55-Cond-Item56-A_asp_Fill_0,68_cluster_HdaliensisNBRC106472.cluster001|55deb0|5498-5690|9298|68_cluster_HdaliensisNBRC106472.cluster001-3547-Item25-Cond-Item26-A_no_call_Fill_0
81:'67',D,'67','67'@0.75;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|e171e6|4550-4742|9141|67_cluster_STLI053.cluster001-3498-Item45-Cond-Item46-A_gly_Fill_0,80
80:'67',D,'67','67'@1;'67',T,'69','67'@1:72,79
79:'67',T,'69','67'@1;'67',D,'67','67'@1:75,78
78:'67',D,'67','67'@1;'67',T,'67','69'@1:67_cluster_STLI053.cluster001|4e2fef|343-531|9076|67_cluster_STLI053.cluster001-3497-Item13-Cond-Item14-A_no_call_Fill_0,69_cluster_MchersinaDSM44151|60540f|341-529|9464|69_cluster_MchersinaDSM44151-3596-Item9-Cond-Item10-A_hpg_Fill_0
75:'67',D,'67','67'@1;'67',D,'67','67'@1:67_cluster_STLI053.cluster001|4e2fef|4621-4816|9100|67_cluster_STLI053.cluster001-3497-Item25-Cond-Item26-A_no_call_Fill_0,67_cluster_STLI053.cluster001|e171e6|6698-6891|9153|67_cluster_STLI053.cluster001-3498-Item51-Cond-Item52-A_no_call_Fill_0
72:'67',T,'69','67'@1;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|89c115|2432-2624|9517|69_cluster_MchersinaDSM44151-3597-Item35-Cond-Item36-A_thr_Fill_0,71
71:'69',D,'69','69'@1;'69',D,'69','69'@1:69_cluster_MchersinaDSM44151|89c115|4547-4741|9529|69_cluster_MchersinaDSM44151-3597-Item41-Cond-Item42-A_gly_Fill_0,69_cluster_MchersinaDSM44151|60540f|4613-4806|9488|69_cluster_MchersinaDSM44151-3596-Item21-Cond-Item22-A_hpg_Fill_0
66:'67',D,'67','67'@1;'67',T,'67','69'@1:67_cluster_STLI053.cluster001|4e2fef|6344-6535|9110|67_cluster_STLI053.cluster001-3497-Item30-Cond-Item31-A_phe_Fill_0,69_cluster_MchersinaDSM44151|60540f|6239-6428|9498|69_cluster_MchersinaDSM44151-3596-Item26-Cond-Item27-A_phe_Fill_0
63:46,S,44,'67'@1;44,S,30,43@0.32:49,62
62:44,S,30,43@0.32;43,TL,43,'70'@0.32;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|3436-3628|9702|70_cluster_TLI55.cluster001-3659-Item20-Cond-Item21-A_tyr_Fill_0,61
61:'70',D,'70','70'@1;'70',D,'70','70'@1:57,60
60:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|6559-6750|9720|70_cluster_TLI55.cluster001-3659-Item29-Cond-Item30-A_no_call_Fill_0,70_cluster_TLI55.cluster001|412004|5518-5708|9714|70_cluster_TLI55.cluster001-3659-Item26-Cond-Item27-A_no_call_Fill_0
57:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|7609-7799|9726|70_cluster_TLI55.cluster001-3659-Item32-Cond-Item33-A_no_call_Fill_0,56
56:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|4481-4671|9708|70_cluster_TLI55.cluster001-3659-Item23-Cond-Item24-A_no_call_Fill_0,55
55:'70',D,'70','70'@1;'70',D,'70','70'@1:70_cluster_TLI55.cluster001|412004|1352-1542|9690|70_cluster_TLI55.cluster001-3659-Item14-Cond-Item15-A_no_call_Fill_0,70_cluster_TLI55.cluster001|412004|2397-2586|9696|70_cluster_TLI55.cluster001-3659-Item17-Cond-Item18-A_no_call_Fill_0
49:44,S,30,43@0.32;30,SL,'42',28@0.27;28,SL,27,24@0.45;24,SL,'47',22@0.54;22,D,22,22@0.18:41,48
48:22,D,22,22@0.18;22,S,14,21@0.45:13_cluster_AspOK074cluster1|4c3536|1041-1231|1779|13_cluster_AspOK074cluster1-687-Item9-Cond-Item10-A_trp_Fill_0,47
47:22,S,14,21@0.45;21,S,17,20@1:50_cluster_WAC01529|abd45d|2464-2657|6661|50_cluster_WAC01529-2565-Item9-Cond-Item10-A_trp_Fill_0,46
46:21,S,17,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|3451-3644|4091|31_cluster_SluteocolorNRBC13826-1608-Item13-Cond-Item14-A_trp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|3451-3644|4206|32_cluster_Ssilaceus-1-1651-Item13-Cond-Item14-A_trp_Fill_0
50_cluster_WAC01529|abd45d|2464-2657|6661|50_cluster_WAC01529-2565-Item9-Cond-Item10-A_trp_Fill_0:21,S,17,20@1;17,SL,'35','50'@1
13_cluster_AspOK074cluster1|4c3536|1041-1231|1779|13_cluster_AspOK074cluster1-687-Item9-Cond-Item10-A_trp_Fill_0:22,S,14,21@0.45;14,SL,12,'13'@0.63
41:22,D,22,22@0.18;22,SL,14,21@0.18;21,S,17,20@1:50_cluster_WAC01529|abd45d|1400-1590|6655|50_cluster_WAC01529-2565-Item6-Cond-Item7-A_nrp_Fill_0,40
40:21,S,17,20@1;20,D,20,20@1:36,39
39:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|2388-2577|4085|31_cluster_SluteocolorNRBC13826-1608-Item10-Cond-Item11-A_nrp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|2388-2577|4200|32_cluster_Ssilaceus-1-1651-Item10-Cond-Item11-A_nrp_Fill_0
36:20,D,20,20@1;20,S,'31','32'@1:31_cluster_SluteocolorNRBC13826|ba0325|1324-1514|4079|31_cluster_SluteocolorNRBC13826-1608-Item7-Cond-Item8-A_nrp_Fill_0,32_cluster_Ssilaceus-1|7cf6a6|1324-1514|4194|32_cluster_Ssilaceus-1-1651-Item7-Cond-Item8-A_nrp_Fill_0
50_cluster_WAC01529|abd45d|1400-1590|6655|50_cluster_WAC01529-2565-Item6-Cond-Item7-A_nrp_Fill_0:21,S,17,20@1;17,SL,'35','50'@1
32:60,S,59,46@1;59,SL,55,58@1;58,D,58,58@1:24,31
31:58,D,58,58@1;58,D,58,58@1:27,30
30:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|3400-3594|1580|12_cluster_ArifDSM43936-1-658-Item20-Cond-Item21-A_ser_Fill_0,56_cluster_WAC06369|6e6f2f|3400-3594|7613|56_cluster_WAC06369-2953-Item50-Cond-Item51-A_ser_Fill_0
27:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|3582-3777|1660|12_cluster_ArifDSM43936-1-661-Item11-Cond-Item12-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|8631-8826|7643|56_cluster_WAC06369-2953-Item65-Cond-Item66-A_nrp_Fill_0
24:58,D,58,58@1;58,D,58,58@1:8,23
23:58,D,58,58@1;58,D,58,58@1:11,22
22:58,D,58,58@1;58,D,58,58@1:14,21
21:58,D,58,58@1;58,D,58,58@1:17,20
20:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|1504-1782|1648|12_cluster_ArifDSM43936-1-661-Item5-Cond-Item6-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|6553-6831|7631|56_cluster_WAC06369-2953-Item59-Cond-Item60-A_nrp_Fill_0
17:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-3|b905de|1974-2248|1597|12_cluster_ArifDSM43936-1-659-Item6-Cond-Item7-A_nrp_Fill_0,56_cluster_WAC06369|3856d8|1950-2224|7530|56_cluster_WAC06369-2950-Item10-Cond-Item11-A_nrp_Fill_0
14:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|2362-2553|1574|12_cluster_ArifDSM43936-1-658-Item17-Cond-Item18-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|2362-2553|7607|56_cluster_WAC06369-2953-Item47-Cond-Item48-A_nrp_Fill_0
11:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-2|ff535b|1328-1606|1568|12_cluster_ArifDSM43936-1-658-Item14-Cond-Item15-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|1328-1606|7601|56_cluster_WAC06369-2953-Item44-Cond-Item45-A_nrp_Fill_0
8:58,D,58,58@1;58,D,58,58@1:2,7
7:58,D,58,58@1;58,D,58,58@0.48:56_cluster_WAC06369|6e6f2f|4443-4636|7619|56_cluster_WAC06369-2953-Item53-Cond-Item54-A_nrp_Fill_0,6
6:58,D,58,58@0.48;58,S,'12','56'@0.48:12_cluster_ArifDSM43936-2|6da040|2132-2320|1551|12_cluster_ArifDSM43936-1-657-Item6-Cond-Item7-A_nrp_Fill_0,56_cluster_WAC06369|394215|2402-2590|7584|56_cluster_WAC06369-2952-Item36-Cond-Item37-A_nrp_Fill_0
56_cluster_WAC06369|6e6f2f|4443-4636|7619|56_cluster_WAC06369-2953-Item53-Cond-Item54-A_nrp_Fill_0:58,D,58,58@0.48;58,SL,'12','56'@0.48
2:58,D,58,58@1;58,S,'12','56'@1:12_cluster_ArifDSM43936-4|04fca8|2542-2736|1654|12_cluster_ArifDSM43936-1-661-Item8-Cond-Item9-A_nrp_Fill_0,56_cluster_WAC06369|6e6f2f|7591-7785|7637|56_cluster_WAC06369-2953-Item62-Cond-Item63-A_nrp_Fill_0
